PT_208.txt	Other	Other
PT_217.txt	Other	Other
PT_203.txt	Other	Other
PT_204.txt	Other	Other
PT_220.txt	Other	Other
PT_210.txt	Other	Other
PT_205.txt	Other	Other
PT_201.txt	Other	Other
PT_206.txt	Other	Other
PT_202.txt	Other	Other
PT_232.txt	Other	Other
PT_234.txt	Other	Other
PT_230.txt	Other	Other
PT_245.txt	Other	Other
PT_229.txt	CC: Criticism of institutions and authorities	Other
PT_209.txt	CC: Amplifying Climate Fears	CC: Amplifying Climate Fears: Amplifying existing fears of global warming
PT_228.txt	CC: Criticism of climate policies;CC: Criticism of institutions and authorities	CC: Criticism of climate policies: Climate policies are ineffective;CC: Criticism of climate policies: Other;CC: Criticism of institutions and authorities: Criticism of national governments;CC: Criticism of institutions and authorities: Other
PT_226.txt	CC: Downplaying climate change;CC: Amplifying Climate Fears	CC: Downplaying climate change: Other;CC: Downplaying climate change: Humans and nature will adapt to the changes;CC: Amplifying Climate Fears: Amplifying existing fears of global warming;CC: Amplifying Climate Fears: Other
PT_211.txt	CC: Amplifying Climate Fears	CC: Amplifying Climate Fears: Doomsday scenarios for humans;CC: Amplifying Climate Fears: Amplifying existing fears of global warming
PT_239.txt	URW: Blaming the war on others rather than the invader;URW: Discrediting the West, Diplomacy	URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Blaming the war on others rather than the invader: Other;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Discrediting the West, Diplomacy: Other
PT_216.txt	CC: Green policies are geopolitical instruments;CC: Criticism of climate policies	CC: Green policies are geopolitical instruments: Other;CC: Criticism of climate policies: Climate policies are ineffective;CC: Criticism of climate policies: Climate policies have negative impact on the economy;CC: Criticism of climate policies: Other
PT_233.txt	CC: Amplifying Climate Fears;CC: Downplaying climate change;CC: Criticism of institutions and authorities	CC: Amplifying Climate Fears: Doomsday scenarios for humans;CC: Amplifying Climate Fears: Amplifying existing fears of global warming;CC: Amplifying Climate Fears: Other;CC: Criticism of institutions and authorities: Criticism of international entities;CC: Criticism of institutions and authorities: Other
PT_213.txt	CC: Criticism of climate policies;CC: Criticism of institutions and authorities;CC: Criticism of climate movement	CC: Criticism of climate policies: Climate policies are only for profit;CC: Criticism of climate policies: Climate policies are ineffective;CC: Criticism of institutions and authorities: Criticism of international entities;CC: Criticism of institutions and authorities: Other;CC: Criticism of climate movement: Climate movement is corrupt;CC: Criticism of climate movement: Other
PT_224.txt	CC: Criticism of climate policies;CC: Criticism of institutions and authorities;CC: Amplifying Climate Fears	CC: Criticism of climate policies: Climate policies have negative impact on the economy;CC: Criticism of climate policies: Other;CC: Criticism of institutions and authorities: Criticism of national governments;CC: Criticism of institutions and authorities: Criticism of national governments;CC: Criticism of institutions and authorities: Criticism of national governments;CC: Amplifying Climate Fears: Doomsday scenarios for humans;CC: Amplifying Climate Fears: Amplifying existing fears of global warming;CC: Amplifying Climate Fears: Other
PT_221.txt	CC: Criticism of climate policies;CC: Criticism of climate policies;CC: Criticism of climate policies	CC: Criticism of climate policies: Climate policies are ineffective;CC: Criticism of climate policies: Other;CC: Criticism of climate policies: Climate policies are ineffective;CC: Criticism of climate policies: Other;CC: Criticism of climate policies: Other;CC: Criticism of climate policies: Climate policies are ineffective;CC: Criticism of climate policies: Other;CC: Criticism of climate policies: Other
PT_244.txt	URW: Russia is the Victim;URW: Discrediting the West, Diplomacy	URW: Russia is the Victim: The West is russophobic;URW: Russia is the Victim: Other;URW: Discrediting the West, Diplomacy: The West is overreacting;URW: Discrediting the West, Diplomacy: Other
PT_207.txt	CC: Green policies are geopolitical instruments;CC: Criticism of institutions and authorities;CC: Criticism of climate movement	CC: Green policies are geopolitical instruments: Other;CC: Criticism of institutions and authorities: Criticism of the EU;CC: Criticism of institutions and authorities: Other;CC: Criticism of climate movement: Other
PT_254.txt	URW: Praise of Russia;URW: Negative Consequences for the West;URW: Discrediting the West, Diplomacy	URW: Praise of Russia: Russia is a guarantor of peace and prosperity;URW: Praise of Russia: Other;URW: Negative Consequences for the West: Other;URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: Other
PT_250.txt	URW: Praise of Russia;URW: Discrediting the West, Diplomacy;URW: Negative Consequences for the West	URW: Praise of Russia: Russia is a guarantor of peace and prosperity;URW: Praise of Russia: Russia has international support from a number of countries and people;URW: Praise of Russia: Other;URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: Other;URW: Negative Consequences for the West: Sanctions imposed by Western countries will backfire;URW: Negative Consequences for the West: Other
PT_253.txt	URW: Blaming the war on others rather than the invader;URW: Russia is the Victim;URW: Negative Consequences for the West	URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Blaming the war on others rather than the invader: Other;URW: Russia is the Victim: Russia actions in Ukraine are only self-defence;URW: Russia is the Victim: The West is russophobic;URW: Negative Consequences for the West: Sanctions imposed by Western countries will backfire;URW: Negative Consequences for the West: Other
PT_241.txt	URW: Russia is the Victim;URW: Overpraising the West	URW: Russia is the Victim: Russia actions in Ukraine are only self-defence;URW: Russia is the Victim: Other;URW: Overpraising the West: The West belongs in the right side of history;URW: Overpraising the West: The West has the strongest international support;URW: Overpraising the West: Other
PT_249.txt	URW: Blaming the war on others rather than the invader;URW: Discrediting the West, Diplomacy;URW: Discrediting Ukraine	URW: Blaming the war on others rather than the invader: Other;URW: Discrediting the West, Diplomacy: Other;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Discrediting Ukraine: Other
PT_225.txt	CC: Criticism of climate policies;CC: Criticism of institutions and authorities;CC: Amplifying Climate Fears	CC: Criticism of climate policies: Climate policies are ineffective;CC: Criticism of climate policies: Climate policies have negative impact on the economy;CC: Criticism of climate policies: Other;CC: Criticism of institutions and authorities: Criticism of political organizations and figures;CC: Criticism of institutions and authorities: Criticism of political organizations and figures;CC: Criticism of institutions and authorities: Other;CC: Amplifying Climate Fears: Doomsday scenarios for humans;CC: Amplifying Climate Fears: Other
