BG_1856.txt	CC: Criticism of climate policies	CC: Criticism of climate policies: Climate policies have negative impact on the economy
A9_BG_2828.txt	URW: Amplifying war-related fears;URW: Discrediting Ukraine;URW: Praise of Russia	URW: Amplifying war-related fears: Russia will also attack other countries;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Praise of Russia: Russia is a guarantor of peace and prosperity
BG_73.txt	CC: Amplifying Climate Fears	CC: Amplifying Climate Fears: Amplifying existing fears of global warming
BG_277.txt	CC: Amplifying Climate Fears;URW: Speculating war outcomes	CC: Amplifying Climate Fears: Other;URW: Speculating war outcomes: Other
A9_BG_4039.txt	URW: Amplifying war-related fears;URW: Blaming the war on others rather than the invader;URW: Discrediting Ukraine;URW: Discrediting the West, Diplomacy;URW: Praise of Russia;URW: Speculating war outcomes	URW: Amplifying war-related fears: NATO should/will directly intervene;URW: Amplifying war-related fears: There is a real possibility that nuclear weapons will be employed;URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Blaming the war on others rather than the invader: Ukraine is the aggressor;URW: Discrediting Ukraine: Discrediting Ukrainian military;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: The West is weak;URW: Praise of Russia: Praise of Russian military might;URW: Speculating war outcomes: Other;URW: Speculating war outcomes: Ukrainian army is collapsing
BG_950.txt	CC: Amplifying Climate Fears;CC: Criticism of climate policies;CC: Criticism of institutions and authorities	CC: Amplifying Climate Fears: Amplifying existing fears of global warming;CC: Criticism of climate policies: Climate policies have negative impact on the economy;CC: Criticism of climate policies: Other;CC: Criticism of institutions and authorities: Criticism of national governments;CC: Criticism of institutions and authorities: Criticism of political organizations and figures
A9_BG_3921.txt	URW: Amplifying war-related fears;URW: Blaming the war on others rather than the invader	URW: Amplifying war-related fears: By continuing the war we risk WWIII;URW: Blaming the war on others rather than the invader: The West are the aggressors
BG_125.txt	CC: Amplifying Climate Fears	CC: Amplifying Climate Fears: Amplifying existing fears of global warming
A9_BG_4076.txt	URW: Amplifying war-related fears;URW: Discrediting the West, Diplomacy;URW: Praise of Russia	URW: Amplifying war-related fears: By continuing the war we risk WWIII;URW: Discrediting the West, Diplomacy: Other;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Praise of Russia: Russia has international support from a number of countries and people
BG_1178.txt	CC: Amplifying Climate Fears;CC: Criticism of climate policies	CC: Amplifying Climate Fears: Amplifying existing fears of global warming;CC: Criticism of climate policies: Climate policies are ineffective
A9_BG_2707.txt	URW: Discrediting Ukraine;URW: Discrediting the West, Diplomacy;URW: Speculating war outcomes	URW: Discrediting Ukraine: Situation in Ukraine is hopeless;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting the West, Diplomacy: Other;URW: Speculating war outcomes: Other
