PT_URW_TEST_466.txt	URW: Discrediting Ukraine	URW: Discrediting Ukraine: Discrediting Ukrainian nation and society
PT_URW_TEST_488.txt	URW: Russia is the Victim	URW: Russia is the Victim: Russia actions in Ukraine are only self-defence
PT_URW_TEST_475.txt	URW: Amplifying war-related fears;URW: Speculating war outcomes	URW: Amplifying war-related fears: Other;URW: Speculating war outcomes: Other
PT_CC_TEST_532.txt	CC: Amplifying Climate Fears	Other
PT_URW_TEST_496.txt	URW: Blaming the war on others rather than the invader;URW: Discrediting the West, Diplomacy	URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests
PT_URW_TEST_484.txt	URW: Discrediting the West, Diplomacy;URW: Distrust towards Media	URW: Discrediting the West, Diplomacy: The West is overreacting;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Distrust towards Media: Western media is an instrument of propaganda
PT_URW_TEST_507.txt	URW: Blaming the war on others rather than the invader	URW: Blaming the war on others rather than the invader: Ukraine is the aggressor
PT_URW_TEST_503.txt	URW: Discrediting Ukraine;URW: Amplifying war-related fears	URW: Discrediting Ukraine: Other;URW: Amplifying war-related fears: Other
PT_CC_TEST_517.txt	CC: Criticism of institutions and authorities;CC: Questioning the measurements and science;CC: Criticism of climate movement	CC: Criticism of institutions and authorities: Criticism of international entities;CC: Questioning the measurements and science: Methodologies/metrics used are unreliable/faulty;CC: Questioning the measurements and science: Other;CC: Criticism of climate movement: Climate movement is alarmist;CC: Criticism of climate movement: Ad hominem attacks on key activists;CC: Criticism of climate movement: Other
PT_CC_TEST_528.txt	CC: Criticism of institutions and authorities;CC: Questioning the measurements and science;CC: Controversy about green technologies	CC: Criticism of institutions and authorities: Other;CC: Questioning the measurements and science: Other;CC: Controversy about green technologies: Other
PT_URW_TEST_477.txt	URW: Speculating war outcomes;URW: Amplifying war-related fears	URW: Speculating war outcomes: Other;URW: Amplifying war-related fears: There is a real possibility that nuclear weapons will be employed
PT_URW_TEST_479.txt	URW: Speculating war outcomes;URW: Amplifying war-related fears	URW: Speculating war outcomes: Other;URW: Amplifying war-related fears: There is a real possibility that nuclear weapons will be employed
PT_URW_TEST_509.txt	URW: Blaming the war on others rather than the invader;URW: Russia is the Victim	URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Russia is the Victim: Other
PT_CC_TEST_514.txt	CC: Criticism of climate policies;CC: Questioning the measurements and science;CC: Criticism of institutions and authorities;CC: Downplaying climate change	CC: Criticism of climate policies: Climate policies are ineffective;CC: Questioning the measurements and science: Methodologies/metrics used are unreliable/faulty;CC: Questioning the measurements and science: Scientific community is unreliable;CC: Questioning the measurements and science: Other;CC: Criticism of institutions and authorities: Other
PT_CC_TEST_459.txt	CC: Amplifying Climate Fears	CC: Amplifying Climate Fears: Doomsday scenarios for humans;CC: Amplifying Climate Fears: Amplifying existing fears of global warming;CC: Amplifying Climate Fears: Other
PT_URW_TEST_474.txt	URW: Russia is the Victim;URW: Discrediting Ukraine;URW: Discrediting the West, Diplomacy;URW: Blaming the war on others rather than the invader;URW: Praise of Russia;URW: Speculating war outcomes	URW: Russia is the Victim: The West is russophobic;URW: Russia is the Victim: UA is anti-RU extremists;URW: Discrediting Ukraine: Ukraine is associated with nazism;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting Ukraine: Discrediting Ukrainian nation and society;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Praise of Russia: Russia is a guarantor of peace and prosperity;URW: Speculating war outcomes: Other
PT_CC_TEST_454.txt	CC: Amplifying Climate Fears;CC: Criticism of institutions and authorities	CC: Amplifying Climate Fears: Doomsday scenarios for humans;CC: Criticism of institutions and authorities: Other
PT_CC_TEST_535.txt	CC: Criticism of institutions and authorities	CC: Criticism of institutions and authorities: Criticism of political organizations and figures
PT_URW_TEST_469.txt	URW: Russia is the Victim;URW: Discrediting the West, Diplomacy;URW: Distrust towards Media	URW: Russia is the Victim: Other;URW: Discrediting the West, Diplomacy: The West is overreacting;URW: Distrust towards Media: Western media is an instrument of propaganda
PT_URW_TEST_465.txt	URW: Amplifying war-related fears	URW: Amplifying war-related fears: Other
PT_URW_TEST_506.txt	URW: Discrediting Ukraine	URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies
PT_CC_TEST_452.txt	CC: Criticism of climate movement;CC: Amplifying Climate Fears	CC: Criticism of climate movement: Ad hominem attacks on key activists;CC: Criticism of climate movement: Climate movement is alarmist;CC: Amplifying Climate Fears: Doomsday scenarios for humans;CC: Amplifying Climate Fears: Amplifying existing fears of global warming;CC: Amplifying Climate Fears: Other
PT_CC_TEST_524.txt	CC: Questioning the measurements and science;CC: Criticism of climate movement	CC: Questioning the measurements and science: Other;CC: Criticism of climate movement: Other
PT_CC_TEST_446.txt	CC: Criticism of climate policies;CC: Criticism of institutions and authorities	CC: Criticism of climate policies: Climate policies are ineffective;CC: Criticism of climate policies: Other;CC: Criticism of institutions and authorities: Criticism of national governments
PT_URW_TEST_487.txt	URW: Russia is the Victim	Other
PT_URW_TEST_500.txt	URW: Discrediting Ukraine;URW: Speculating war outcomes	URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Discrediting Ukraine: Ukraine is associated with nazism;URW: Discrediting Ukraine: Discrediting Ukrainian military;URW: Discrediting Ukraine: Situation in Ukraine is hopeless;URW: Speculating war outcomes: Ukrainian army is collapsing
PT_CC_TEST_455.txt	CC: Criticism of institutions and authorities;CC: Amplifying Climate Fears;CC: Criticism of climate movement;CC: Criticism of climate policies	CC: Criticism of institutions and authorities: Criticism of national governments;CC: Criticism of institutions and authorities: Criticism of political organizations and figures;CC: Amplifying Climate Fears: Earth will be uninhabitable soon;CC: Amplifying Climate Fears: Doomsday scenarios for humans;CC: Amplifying Climate Fears: Amplifying existing fears of global warming;CC: Amplifying Climate Fears: Other;CC: Criticism of climate movement: Ad hominem attacks on key activists;CC: Criticism of climate movement: Climate movement is corrupt;CC: Criticism of climate policies: Climate policies are ineffective;CC: Criticism of climate policies: Climate policies have negative impact on the economy;CC: Criticism of climate policies: Climate policies are only for profit;CC: Criticism of climate policies: Other
PT_CC_TEST_527.txt	CC: Criticism of climate movement;CC: Questioning the measurements and science;CC: Criticism of institutions and authorities	CC: Criticism of climate movement: Climate movement is alarmist;CC: Criticism of climate movement: Ad hominem attacks on key activists;CC: Questioning the measurements and science: Other;CC: Criticism of institutions and authorities: Other
PT_URW_TEST_495.txt	Other	Other
PT_CC_TEST_525.txt	CC: Controversy about green technologies	CC: Controversy about green technologies: Other
PT_URW_TEST_494.txt	URW: Blaming the war on others rather than the invader;URW: Discrediting the West, Diplomacy;URW: Amplifying war-related fears;URW: Russia is the Victim;URW: Praise of Russia;URW: Negative Consequences for the West;URW: Speculating war outcomes	URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Discrediting the West, Diplomacy: The West is overreacting;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Amplifying war-related fears: By continuing the war we risk WWIII;URW: Amplifying war-related fears: Other;URW: Russia is the Victim: The West is russophobic;URW: Russia is the Victim: Other;URW: Praise of Russia: Russia has international support from a number of countries and people;URW: Negative Consequences for the West: Other
PT_CC_TEST_461.txt	CC: Downplaying climate change;CC: Questioning the measurements and science;CC: Criticism of institutions and authorities	CC: Downplaying climate change: Other;CC: Questioning the measurements and science: Methodologies/metrics used are unreliable/faulty;CC: Questioning the measurements and science: Data shows no temperature increase;CC: Criticism of institutions and authorities: Other
PT_URW_TEST_498.txt	URW: Discrediting Ukraine;URW: Speculating war outcomes	URW: Discrediting Ukraine: Ukraine is associated with nazism;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Speculating war outcomes: Other
PT_URW_TEST_470.txt	URW: Blaming the war on others rather than the invader;URW: Russia is the Victim;URW: Discrediting the West, Diplomacy;URW: Distrust towards Media;URW: Speculating war outcomes	URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Russia is the Victim: The West is russophobic;URW: Discrediting the West, Diplomacy: The West is overreacting;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Distrust towards Media: Western media is an instrument of propaganda;URW: Speculating war outcomes: Other
PT_URW_TEST_490.txt	URW: Blaming the war on others rather than the invader;URW: Russia is the Victim;URW: Discrediting the West, Diplomacy	URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Russia is the Victim: Russia actions in Ukraine are only self-defence;URW: Russia is the Victim: Other;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: Other
PT_CC_TEST_436.txt	CC: Downplaying climate change;CC: Criticism of climate movement;CC: Questioning the measurements and science;CC: Criticism of climate policies	CC: Downplaying climate change: Temperature increase does not have significant impact;CC: Downplaying climate change: Other;CC: Criticism of climate movement: Climate movement is alarmist;CC: Criticism of climate movement: Ad hominem attacks on key activists;CC: Criticism of climate movement: Other;CC: Questioning the measurements and science: Scientific community is unreliable;CC: Questioning the measurements and science: Other;CC: Criticism of climate policies: Other
PT_URW_TEST_492.txt	URW: Praise of Russia;URW: Russia is the Victim;URW: Discrediting Ukraine;URW: Discrediting the West, Diplomacy	URW: Praise of Russia: Praise of Russian President Vladimir Putin;URW: Praise of Russia: Russian invasion has strong national support;URW: Russia is the Victim: The West is russophobic;URW: Russia is the Victim: Russia actions in Ukraine are only self-defence;URW: Russia is the Victim: Other;URW: Discrediting Ukraine: Ukraine is associated with nazism;URW: Discrediting the West, Diplomacy: The West is overreacting
