RU-URW-1004.txt	URW: Speculating war outcomes	Other
RU-URW-1014.txt	URW: Discrediting Ukraine;URW: Praise of Russia	URW: Discrediting Ukraine: Discrediting Ukrainian military;URW: Discrediting Ukraine: Situation in Ukraine is hopeless;URW: Praise of Russia: Praise of Russian military might
RU-URW-1023.txt	URW: Blaming the war on others rather than the invader;URW: Discrediting Ukraine;URW: Speculating war outcomes	URW: Blaming the war on others rather than the invader: Ukraine is the aggressor;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Speculating war outcomes: Other
RU-URW-1032.txt	URW: Discrediting Ukraine;URW: Speculating war outcomes	URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Speculating war outcomes: Other
RU-URW-1043.txt	Other	Other
RU-URW-1043.txt	URW: Discrediting Ukraine	Other
RU-URW-1032.txt	URW: Speculating war outcomes	URW: Speculating war outcomes: Other
RU-URW-1053.txt	URW: Negative Consequences for the West;URW: Russia is the Victim;URW: Discrediting the West, Diplomacy	URW: Negative Consequences for the West: Sanctions imposed by Western countries will backfire;URW: Negative Consequences for the West: Other;URW: Russia is the Victim: Other;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests
RU-URW-1053.txt	URW: Discrediting the West, Diplomacy;URW: Negative Consequences for the West	URW: Negative Consequences for the West: Sanctions imposed by Western countries will backfire
RU-URW-1069.txt	URW: Praise of Russia	URW: Praise of Russia: Russia is a guarantor of peace and prosperity
RU-URW-1061.txt	URW: Blaming the war on others rather than the invader;URW: Discrediting Ukraine;URW: Russia is the Victim;URW: Discrediting the West, Diplomacy	URW: Blaming the war on others rather than the invader: Ukraine is the aggressor;URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Discrediting Ukraine: Ukraine is associated with nazism;URW: Discrediting Ukraine: Discrediting Ukrainian military;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Russia is the Victim: UA is anti-RU extremists;URW: Russia is the Victim: Other;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests
RU-URW-1061.txt	URW: Blaming the war on others rather than the invader;URW: Discrediting Ukraine;URW: Russia is the Victim	URW: Blaming the war on others rather than the invader: Ukraine is the aggressor;URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Discrediting Ukraine: Ukraine is associated with nazism;URW: Discrediting Ukraine: Discrediting Ukrainian military;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Russia is the Victim: UA is anti-RU extremists;URW: Russia is the Victim: The West is russophobic
RU-URW-1069.txt	URW: Praise of Russia	URW: Praise of Russia: Russia is a guarantor of peace and prosperity
RU-URW-1077.txt	URW: Discrediting the West, Diplomacy	Other
RU-URW-1073.txt	URW: Discrediting Ukraine;URW: Discrediting the West, Diplomacy	URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests
